Date,Open,High,Low,Close,Volume
2018-01-31,1288.12,1293.46,1272.35,1278.0,3043214
2018-02-01,1282.78,1309.88,1268.33,1288.78,2400630
2018-02-02,1281.14,1309.88,1274.34,1294.96,2456490
2018-02-05,1277.03,1309.06,1263.42,1274.24,2757742
2018-02-06,1235.97,1263.54,1225.71,1230.74,2657306
2018-02-07,1242.95,1244.6,1210.29,1213.41,2180324
2018-02-08,1223.55,1243.2,1215.03,1221.27,2755004
2018-02-09,1211.33,1229.4,1189.43,1220.24,2102458
2018-02-12,1222.96,1241.45,1213.61,1218.44,1974562
2018-02-14,1219.55,1221.37,1187.72,1195.65,2847532
2018-02-15,1203.92,1208.46,1192.9,1201.42,2465236
2018-02-16,1200.25,1231.7,1200.25,1204.37,2515756
2018-02-19,1209.28,1212.69,1188.83,1200.49,1568224
2018-02-20,1202.3,1225.73,1202.26,1209.18,1889068
2018-02-21,1221.19,1257.57,1215.46,1249.23,3089228
2018-02-22,1253.22,1264.3,1241.1,1252.48,3463010
2018-02-23,1252.4,1268.41,1228.62,1262.99,3362500
2018-02-26,1262.66,1268.8,1240.57,1244.88,1363882
2018-02-27,1248.7,1264.12,1245.01,1249.26,1717800
2018-02-28,1246.24,1258.12,1240.67,1246.26,2706864
2018-03-01,1251.99,1257.0,1240.08,1247.35,1718124
2018-03-05,1251.99,1278.53,1245.4,1275.33,2858168
2018-03-06,1281.96,1284.01,1244.25,1249.44,1906764
2018-03-07,1260.61,1268.41,1239.46,1243.14,1917772
2018-03-08,1254.41,1254.41,1226.73,1233.49,1951826
2018-03-09,1233.92,1257.82,1222.5,1245.87,1872436
2018-03-12,1249.52,1266.32,1246.44,1253.28,2091340
2018-03-13,1201.03,1207.1,1179.31,1185.38,88067154
2018-03-14,1187.91,1200.27,1180.56,1185.42,3668668
2018-03-15,1188.75,1191.85,1172.57,1178.36,2348906
2018-03-16,1177.99,1179.31,1151.79,1160.29,7197482
2018-03-19,1161.65,1169.45,1157.95,1162.47,3489940
2018-03-20,1157.95,1179.8,1157.54,1176.37,4024984
2018-03-21,1179.51,1184.36,1170.27,1173.04,3907678
2018-03-22,1174.36,1180.93,1159.0,1162.61,2326094
2018-03-23,1150.56,1163.74,1148.94,1157.19,3654122
2018-03-26,1157.54,1160.99,1142.17,1156.72,2964210
2018-03-27,1160.01,1175.61,1159.21,1169.33,2494574
2018-03-28,1164.48,1180.54,1160.01,1169.92,6865654
2018-04-02,1166.17,1196.55,1166.17,1194.77,1662988
2018-04-03,1187.56,1203.08,1187.56,1195.42,1937290
2018-04-04,1202.9,1204.76,1187.52,1195.28,2841820
2018-04-05,1201.71,1216.98,1199.16,1214.6,1809424
2018-04-06,1212.98,1215.44,1201.71,1211.46,1129018
2018-04-09,1207.1,1216.88,1196.96,1200.62,1235866
2018-04-10,1201.36,1214.31,1201.36,1206.24,1184532
2018-04-11,1211.58,1242.13,1209.53,1237.68,3124416
2018-04-12,1235.97,1293.46,1235.13,1289.04,6114360
2018-04-13,1293.46,1330.74,1286.11,1294.81,8179118
2018-04-16,1279.5,1313.97,1277.34,1308.92,6270274
2018-04-17,1308.92,1311.92,1292.31,1300.28,3301724
2018-04-18,1300.03,1311.3,1291.75,1297.2,2433066
2018-04-19,1305.74,1321.05,1299.93,1310.36,4820952
2018-04-20,1334.52,1405.29,1330.41,1397.12,18465662
2018-04-23,1405.97,1460.95,1391.82,1399.67,15185910
2018-04-24,1400.22,1413.83,1372.5,1390.22,8314336
2018-04-25,1389.95,1430.2,1381.76,1424.96,8196574
2018-04-26,1423.63,1461.81,1423.63,1453.29,12135034
2018-04-27,1447.44,1455.24,1404.33,1417.45,4501330
2018-04-30,1417.45,1457.3,1411.55,1450.36,3458558
2018-05-02,1449.7,1450.4,1425.39,1437.07,3158046
2018-05-03,1441.2,1447.85,1425.02,1429.72,3761550
2018-05-04,1433.89,1435.94,1424.86,1429.27,2347244
2018-05-07,1433.07,1433.07,1400.59,1404.72,3484426
2018-05-08,1410.36,1431.63,1394.76,1413.03,2992820
2018-05-09,1412.62,1435.02,1412.62,1432.78,2615050
2018-05-10,1438.39,1441.75,1412.62,1417.16,3858678
2018-05-11,1418.37,1431.02,1413.57,1419.5,2627876
2018-05-14,1419.52,1425.27,1400.55,1409.89,2433894
2018-05-15,1416.65,1435.45,1409.95,1429.95,1952890
2018-05-16,1428.94,1440.87,1427.01,1434.67,1648450
2018-05-17,1442.49,1450.79,1427.32,1433.81,2968048
2018-05-18,1429.29,1444.44,1419.93,1438.02,1874996
2018-05-21,1448.96,1474.95,1444.59,1460.48,3446178
2018-05-22,1460.99,1467.95,1434.59,1440.83,1857416
2018-05-23,1447.44,1455.65,1429.37,1435.16,1507298
2018-05-24,1441.28,1484.4,1438.14,1479.76,2962316
2018-05-25,1488.5,1508.95,1466.97,1472.41,3769772
2018-05-28,1485.01,1485.01,1431.43,1438.02,3716798
2018-05-29,1449.45,1455.24,1432.25,1446.83,3525312
2018-05-30,1440.89,1450.73,1429.99,1442.97,3779106
2018-05-31,1435.89,1456.63,1429.34,1441.72,5049371
2018-06-01,1452.45,1455.35,1421.23,1434.6,1603856
2018-06-04,1444.99,1448.31,1418.17,1444.37,1681483
2018-06-05,1444.17,1450.71,1416.96,1425.62,2449568
2018-06-06,1426.78,1436.63,1420.32,1429.05,2236512
2018-06-07,1428.43,1448.31,1427.44,1437.17,2414762
2018-06-08,1436.71,1455.18,1436.71,1446.73,2582138
2018-06-11,1446.73,1459.9,1443.34,1448.89,2179378
2018-06-12,1454.93,1478.12,1451.62,1474.81,4608875
2018-06-13,1503.79,1516.75,1488.88,1510.5,5370983
2018-06-14,1515.38,1517.29,1477.29,1480.23,3819998
2018-06-15,1490.54,1529.54,1481.1,1523.7,9183574
2018-06-18,1546.81,1546.81,1508.88,1514.55,4674987
2018-06-19,1508.88,1522.83,1507.93,1510.83,3245034
2018-06-20,1517.04,1520.6,1505.94,1509.13,3107695
2018-06-21,1517.04,1517.04,1505.11,1506.56,2910659
2018-06-22,1512.9,1512.9,1490.17,1498.65,2949458
2018-06-25,1500.39,1509.05,1495.51,1506.48,2083217
2018-06-26,1509.58,1541.05,1507.93,1533.6,4679712
2018-06-27,1540.22,1561.05,1532.98,1538.57,4081208
2018-06-28,1544.36,1549.33,1512.32,1525.9,4888125
2018-06-29,1527.72,1546.35,1525.57,1530.08,3506276
2018-07-02,1533.6,1538.4,1524.57,1533.06,2650290
2018-07-03,1540.18,1556.7,1537.78,1551.86,3242233
2018-07-04,1556.7,1556.7,1537.86,1545.32,2700614
2018-07-05,1550.99,1563.0,1541.96,1557.03,2472571
2018-07-06,1559.15,1590.74,1558.15,1584.07,3713781
2018-07-09,1593.22,1593.55,1553.89,1559.27,6151747
2018-07-10,1571.69,1572.44,1549.13,1552.73,5303302
2018-07-11,1573.35,1654.5,1568.5,1639.51,22903802
2018-07-12,1642.91,1648.62,1623.45,1632.43,6921701
2018-07-13,1635.45,1654.42,1634.62,1640.5,4148185
2018-07-16,1647.87,1652.84,1637.48,1647.21,2582159
2018-07-17,1650.36,1666.96,1643.73,1661.28,3315492
2018-07-18,1663.64,1669.2,1653.72,1659.7,2013869
2018-07-19,1661.23,1668.16,1634.6,1644.06,1746318
2018-07-20,1646.96,1659.49,1646.22,1656.67,1934995
2018-07-23,1660.32,1667.75,1647.88,1664.18,2086201
2018-07-24,1671.94,1671.94,1646.34,1658.66,2038423
2018-07-25,1661.07,1661.15,1633.27,1644.14,1535492
2018-07-26,1638.71,1647.05,1622.24,1630.2,3503036
2018-07-27,1627.01,1630.16,1609.96,1612.82,2033977
2018-07-30,1612.2,1621.9,1602.7,1613.52,1579251
2018-07-31,1611.37,1615.51,1599.75,1609.87,2204803
2018-08-01,1617.96,1644.18,1617.84,1639.99,2425180
2018-08-02,1642.9,1647.05,1613.86,1616.68,1509287
2018-08-03,1623.4,1644.6,1623.4,1642.44,1505131
2018-08-06,1657.0,1658.62,1636.47,1639.2,1532249
2018-08-07,1641.4,1642.19,1626.72,1632.4,1353521
2018-08-08,1636.26,1641.49,1627.96,1637.92,1315062
2018-08-09,1642.9,1643.56,1631.28,1638.21,2060297
2018-08-10,1643.69,1656.59,1636.3,1653.77,2784105
2018-08-13,1657.67,1663.02,1651.19,1659.62,3559575
2018-08-14,1652.85,1679.9,1644.89,1662.44,3311765
2018-08-16,1659.74,1676.13,1655.34,1666.54,2152065
2018-08-17,1670.98,1677.66,1662.81,1670.07,1213731
2018-08-20,1679.41,1679.41,1662.56,1667.75,1587032
2018-08-21,1667.91,1679.41,1662.81,1674.14,1376866
2018-08-23,1678.41,1691.02,1676.34,1688.62,3046791
2018-08-24,1688.62,1697.66,1685.21,1695.17,1570533
2018-08-27,1695.17,1708.45,1688.53,1701.73,1532702
2018-08-28,1705.13,1719.23,1702.64,1716.91,1987983
2018-08-29,1719.65,1723.05,1697.33,1719.23,1525867
2018-08-30,1715.91,1730.02,1713.84,1727.86,2408020
2018-08-31,1727.78,1735.83,1720.89,1724.54,2504554
2018-09-03,1729.85,1734.17,1699.65,1703.39,1439711
2018-09-04,1709.11,1746.41,1706.75,1741.55,4420803
2018-09-05,1742.47,1748.48,1721.76,1725.25,1681106
2018-09-06,1721.72,1727.12,1709.53,1721.97,2238097
2018-09-07,1725.29,1729.19,1713.76,1725.75,1312182
2018-09-10,1729.52,1736.99,1721.1,1726.49,1530539
2018-09-11,1733.34,1733.34,1694.51,1697.87,3679745
2018-09-12,1702.93,1716.66,1692.68,1695.96,2307661
2018-09-14,1696.0,1718.86,1674.55,1713.76,3642038
2018-09-17,1717.57,1724.05,1704.75,1721.02,1033857
2018-09-18,1720.06,1724.88,1707.28,1718.2,1456507
2018-09-19,1719.15,1733.34,1714.96,1724.13,1301268
2018-09-21,1723.38,1759.89,1701.1,1745.08,4508530
2018-09-24,1754.91,1834.15,1740.93,1824.15,3032226
2018-09-25,1829.51,1835.31,1787.11,1811.5,2868778
2018-09-26,1814.65,1824.61,1771.59,1777.44,1970951
2018-09-27,1777.23,1833.49,1772.17,1816.19,3311802
2018-09-28,1807.19,1817.14,1791.3,1811.92,2904371
2018-10-01,1817.89,1888.46,1817.43,1871.53,3772208
2018-10-03,1867.18,1871.08,1788.6,1794.62,3902322
2018-10-04,1789.43,1789.47,1706.25,1713.26,4762419
2018-10-05,1700.98,1759.06,1676.83,1744.67,3417624
2018-10-08,1744.67,1760.89,1699.44,1723.84,2010154
2018-10-09,1726.16,1748.81,1703.63,1735.66,1867130
2018-10-10,1742.47,1747.4,1683.55,1695.67,2749573
2018-10-11,1647.05,1670.28,1610.54,1642.86,4700256
2018-10-12,1641.24,1641.24,1579.01,1591.7,9373289
2018-10-15,1609.71,1622.61,1593.11,1617.59,2638151
2018-10-16,1624.64,1636.18,1605.56,1628.21,2815425
2018-10-17,1634.6,1650.36,1593.11,1600.91,2779207
2018-10-19,1600.58,1600.58,1551.67,1587.47,3428776
2018-10-22,1588.13,1589.79,1565.69,1579.01,1778496
2018-10-23,1569.86,1578.17,1527.45,1532.98,2752811
2018-10-24,1539.97,1558.22,1505.92,1537.02,2735913
2018-10-25,1533.27,1560.63,1517.52,1540.76,2507233
2018-10-26,1541.51,1541.51,1489.29,1495.94,2285970
2018-10-29,1503.92,1561.5,1483.68,1555.72,2609483
2018-10-30,1552.4,1587.65,1534.11,1575.51,2404883
2018-10-31,1579.84,1616.34,1559.42,1611.56,2769190
2018-11-01,1616.13,1616.71,1580.92,1609.56,2769759
2018-11-02,1608.27,1625.24,1584.0,1591.02,1818635
2018-11-05,1588.15,1602.58,1567.16,1572.23,1713366
2018-11-06,1574.85,1611.02,1572.35,1607.03,1398710
2018-11-07,1613.1,1620.58,1610.6,1614.89,144530
2018-11-09,1630.56,1631.35,1584.0,1587.49,2570479
2018-11-12,1586.91,1618.17,1586.91,1592.19,2552008
2018-11-13,1592.31,1612.27,1582.33,1608.9,1418432
2018-11-14,1600.63,1604.7,1554.89,1563.75,2422318
2018-11-15,1549.9,1579.01,1544.58,1557.26,1829123
2018-11-16,1570.69,1579.67,1555.1,1568.7,1829729
2018-11-19,1579.01,1585.95,1550.15,1581.88,1740628
2018-11-20,1581.5,1581.5,1558.38,1561.75,1190182
2018-11-21,1555.72,1555.77,1495.48,1506.67,3840461
2018-11-22,1513.32,1536.27,1504.96,1507.12,3194219
2018-11-26,1512.49,1546.58,1483.8,1535.02,4333177
2018-11-27,1541.59,1578.09,1526.08,1571.73,3344839
2018-11-28,1570.69,1653.84,1565.29,1649.6,5313249
2018-11-29,1660.49,1660.49,1615.22,1630.19,4035441
2018-11-30,1634.72,1655.5,1629.6,1636.59,5268901
2018-12-03,1649.68,1654.67,1636.63,1648.35,1610576
2018-12-04,1648.85,1679.12,1638.87,1672.01,3270615
2018-12-05,1667.98,1677.95,1650.51,1668.6,2501539
2018-12-06,1661.32,1677.12,1646.02,1656.92,2321216
2018-12-07,1650.56,1666.23,1640.54,1659.0,1680420
2018-12-10,1642.2,1672.13,1629.73,1642.87,2010786
2018-12-11,1638.04,1671.3,1630.56,1662.99,2942014
2018-12-12,1663.9,1681.28,1650.47,1676.96,2219993
2018-12-13,1682.94,1687.68,1641.78,1648.52,3748429
2018-12-14,1648.85,1662.11,1642.41,1654.46,2473761
2018-12-17,1662.16,1667.06,1650.51,1658.25,1227921
2018-12-18,1656.25,1664.65,1643.36,1652.88,1768742
2018-12-19,1650.35,1650.35,1629.77,1636.75,2498833
2018-12-20,1624.57,1642.12,1618.09,1624.78,1940277
2018-12-21,1619.75,1621.41,1568.65,1576.35,3729956
2018-12-24,1584.66,1612.18,1584.0,1595.22,1864116
2018-12-26,1597.96,1597.96,1555.1,1570.86,2446614
2018-12-27,1587.32,1614.51,1556.64,1587.28,4968201
2018-12-28,1592.31,1596.47,1574.02,1576.55,2239130
2018-12-31,1586.49,1587.32,1568.32,1574.06,1879740
2019-01-01,1576.51,1588.15,1567.37,1582.17,1094883
2019-01-02,1584.0,1608.48,1579.84,1599.21,2100463
2019-01-03,1595.64,1617.21,1574.1,1579.8,2611668
2019-01-04,1579.84,1580.84,1530.78,1560.59,4280862
2019-01-07,1573.02,1587.15,1564.04,1578.09,1856423
2019-01-08,1584.33,1585.16,1565.95,1574.47,1691756
2019-01-09,1585.99,1595.64,1552.15,1568.99,2414376
2019-01-10,1571.52,1584.0,1556.64,1570.32,3053461
2019-01-11,1554.89,1559.05,1525.79,1532.07,9209862
2019-01-14,1538.26,1539.09,1505.0,1507.71,3615370
2019-01-15,1505.0,1554.35,1503.34,1553.06,7711653
2019-01-16,1554.89,1559.05,1535.77,1555.02,2359280
2019-01-17,1564.89,1581.56,1559.31,1578.47,2625816
2019-01-18,1567.39,1586.72,1563.23,1583.77,1683728
2019-01-21,1584.89,1609.89,1579.43,1590.47,2409803
2019-01-22,1589.14,1598.43,1574.89,1584.81,2457093
2019-01-23,1584.06,1588.31,1558.23,1562.89,2578169
2019-01-24,1570.56,1587.6,1562.39,1584.52,1962927
2019-01-25,1584.89,1612.39,1584.06,1600.56,2327080
2019-01-28,1610.72,1634.89,1604.47,1629.05,2769033
2019-01-29,1634.89,1657.43,1613.76,1652.18,2557626
2019-01-30,1649.55,1657.8,1628.76,1651.05,2429575
2019-01-31,1655.72,1683.01,1654.05,1678.3,4094319
2019-02-01,1674.47,1695.51,1664.97,1691.51,3064163
2019-02-04,1691.51,1712.76,1685.72,1708.42,1590764
2019-02-05,1708.22,1712.38,1689.88,1703.67,1111404
2019-02-06,1708.13,1738.92,1700.76,1728.88,1789812
2019-02-07,1728.84,1748.17,1722.38,1735.63,1339945
2019-02-08,1729.05,1741.13,1709.05,1717.71,1684474
2019-02-11,1716.55,1746.55,1707.3,1721.46,1778730
2019-02-12,1724.88,1724.88,1681.55,1709.55,2422903
2019-02-14,1716.59,1729.05,1694.09,1703.72,1724085
2019-02-15,1707.38,1709.88,1675.68,1691.3,1930065
2019-02-18,1697.88,1701.51,1635.43,1641.8,2942184
2019-02-19,1641.55,1642.39,1576.56,1587.22,4408554
2019-02-20,1595.72,1611.39,1567.64,1595.52,4645778
2019-02-21,1595.52,1616.56,1580.77,1595.06,4683919
2019-02-22,1597.56,1608.22,1587.47,1604.6,2271955
2019-02-25,1610.31,1658.22,1608.64,1654.18,2934880
2019-02-26,1653.22,1704.17,1643.43,1698.8,6453309
2019-02-27,1699.88,1729.01,1684.88,1714.96,4732082
2019-02-28,1716.55,1726.01,1647.89,1652.76,8454295
2019-03-01,1662.43,1670.72,1650.18,1662.72,4148548
2019-03-05,1670.72,1672.38,1647.05,1656.64,2449622
2019-03-06,1657.64,1679.05,1654.09,1666.22,2635047
2019-03-07,1670.72,1686.59,1666.72,1677.63,2539884
2019-03-08,1687.38,1694.05,1674.93,1685.47,2031071
2019-03-11,1690.63,1694.05,1669.59,1678.88,3111689
2019-03-12,1678.26,1687.22,1669.05,1676.93,2658550
2019-03-13,1677.38,1679.8,1648.72,1666.97,1833163
2019-03-14,1670.68,1673.05,1650.72,1656.05,1905495
2019-03-15,1665.64,1724.01,1659.05,1699.84,5184318
2019-03-18,1702.38,1720.38,1675.72,1685.55,2349915
2019-03-19,1691.55,1691.55,1662.47,1685.55,2373993
2019-03-20,1689.88,1703.88,1666.55,1679.09,3091165
2019-03-22,1679.05,1679.88,1652.64,1671.26,3148149
2019-03-25,1673.05,1673.05,1647.55,1653.43,2429205
2019-03-26,1653.22,1662.34,1631.6,1652.09,2316539
2019-03-27,1661.55,1664.89,1634.05,1639.8,2266166
2019-03-28,1649.89,1678.72,1643.89,1666.8,4054489
2019-04-01,1674.88,1699.84,1673.43,1692.92,2095740
2019-04-02,1697.47,1738.21,1697.38,1732.63,3719663
2019-04-03,1737.38,1741.21,1714.97,1732.63,2939886
2019-04-04,1731.67,1732.96,1672.72,1678.63,4397518
2019-04-05,1690.43,1711.88,1682.22,1706.8,3152103
2019-04-08,1715.71,1729.05,1693.8,1725.51,2194294
2019-04-09,1724.88,1748.21,1714.59,1742.8,2690970
2019-04-10,1735.71,1737.8,1696.55,1700.09,3313062
2019-04-11,1704.05,1712.38,1677.93,1682.8,3422442
2019-04-12,1698.22,1699.05,1672.38,1678.63,3198471
2019-04-15,1724.88,1766.38,1700.72,1760.96,9189201
2019-04-16,1766.55,1796.5,1762.84,1776.38,5771952
2019-04-18,1791.46,1795.71,1761.71,1791.58,3413728
2019-04-22,1789.88,1813.21,1787.88,1801.08,2007135
2019-04-23,1802.38,1804.46,1778.25,1795.75,2163524
2019-04-24,1798.21,1829.04,1796.63,1819.42,3003071
2019-04-25,1812.38,1837.37,1806.58,1829.04,4211526
2019-04-26,1835.71,1869.83,1827.5,1865.33,2716958
2019-04-30,1865.33,1888.99,1858.29,1883.5,3488395
2019-05-02,1879.04,1882.7,1842.46,1846.04,2457699
2019-05-03,1820.71,1821.58,1770.71,1776.54,3780886
2019-05-06,1758.21,1804.04,1756.96,1798.08,2891422
2019-05-07,1799.92,1820.17,1782.21,1793.17,2201698
2019-05-08,1792.38,1806.54,1775.21,1793.92,1824895
2019-05-09,1787.38,1819.96,1779.96,1810.33,2264162
2019-05-10,1812.38,1826.54,1771.42,1779.71,2039633
2019-05-13,1777.38,1805.71,1767.92,1773.84,1701744
2019-05-14,1779.04,1799.71,1726.84,1743.5,2456110
2019-05-15,1747.38,1769.88,1736.96,1746.05,2346876
2019-05-16,1746.55,1769.88,1730.76,1757.17,1946529
2019-05-17,1760.38,1779.04,1741.55,1746.09,1947908
2019-05-20,1770.71,1792.71,1708.22,1786.5,2625116
2019-05-21,1789.92,1790.46,1752.0,1758.0,1863157
2019-05-22,1758.21,1768.17,1729.05,1734.67,2595795
2019-05-23,1748.21,1762.67,1708.22,1711.59,2541294
2019-05-24,1724.88,1724.88,1693.42,1706.55,2274208
2019-05-27,1712.22,1724.01,1699.97,1712.51,2329820
2019-05-28,1716.55,1747.8,1704.05,1728.01,5872979
2019-05-29,1733.21,1769.63,1730.8,1756.17,3281320
2019-05-30,1769.04,1797.0,1761.88,1788.46,4971725
2019-05-31,1799.88,1837.33,1793.42,1830.33,4265370
2019-06-03,1834.04,1872.91,1821.25,1868.45,3682419
2019-06-04,1868.2,1868.2,1827.04,1833.85,2408658
2019-06-06,1847.2,1847.2,1807.72,1819.57,3735467
2019-06-07,1826.2,1839.47,1799.4,1832.71,2659446
2019-06-10,1845.27,1878.16,1835.86,1874.5,2080593
2019-06-11,1879.12,1901.76,1874.08,1892.4,3048937
2019-06-12,1885.84,1904.24,1864.0,1899.2,2404448
2019-06-13,1901.8,1919.44,1884.21,1893.49,3320916
2019-06-14,1896.13,1901.05,1876.6,1893.82,2131408
2019-06-17,1895.08,1900.12,1882.86,1889.37,1489497
2019-06-18,1885.0,1898.44,1874.25,1890.76,1877447
2019-06-19,1894.24,1911.88,1884.29,1898.36,1652817
2019-06-20,1873.24,1918.6,1858.12,1913.52,2199377
2019-06-21,1919.44,1925.74,1883.32,1889.92,3871804
2019-06-24,1893.53,1915.24,1890.71,1911.46,1382424
2019-06-25,1906.84,1910.58,1890.46,1904.99,1386077
2019-06-26,1902.64,1904.16,1890.04,1893.57,1762224
2019-06-27,1894.24,1901.8,1882.73,1892.18,2813464
2019-06-28,1898.44,1900.08,1866.94,1870.89,2372928
2019-07-01,1877.44,1894.24,1853.59,1881.26,2769940
2019-07-02,1885.76,1895.92,1861.86,1891.81,1771746
2019-07-03,1891.89,1897.44,1874.92,1879.67,1656881
2019-07-04,1876.6,1891.72,1873.33,1883.87,984140
2019-07-05,1887.52,1890.04,1797.64,1817.05,4088470
2019-07-08,1805.2,1838.63,1791.01,1827.38,2788062
2019-07-09,1826.2,1826.54,1767.86,1792.05,3977224
2019-07-10,1747.24,1787.43,1739.93,1770.93,6343581
2019-07-11,1787.56,1788.4,1752.32,1766.18,2400346
2019-07-12,1765.8,1780.63,1758.24,1770.42,1560725
2019-07-15,1785.04,1809.07,1762.36,1802.43,2900415
2019-07-16,1790.05,1795.53,1768.16,1773.21,2735399
2019-07-17,1774.9,1789.21,1761.51,1782.68,1802969
2019-07-18,1781.8,1781.8,1734.48,1739.49,3072096
2019-07-19,1748.8,1765.63,1736.59,1748.75,1953177
2019-07-22,1748.8,1782.85,1741.89,1776.5,1920167
2019-07-23,1791.65,1793.42,1770.18,1778.64,3538588
2019-07-24,1776.58,1785.67,1748.37,1765.47,2413196
2019-07-25,1775.65,1797.63,1761.89,1791.65,2544464
2019-07-26,1793.25,1793.25,1763.95,1775.78,1720592
2019-07-29,1777.25,1803.52,1770.94,1793.42,1647090
2019-07-30,1793.42,1839.73,1785.38,1834.8,2851672
2019-07-31,1828.57,1862.21,1807.86,1857.16,3000677
2019-08-01,1852.36,1867.09,1823.94,1835.56,2375236
2019-08-02,1829.63,1860.78,1823.31,1856.82,2500816
2019-08-05,1852.27,1896.35,1848.65,1893.28,3039682
2019-08-06,1879.98,1896.1,1862.0,1864.9,2885467
2019-08-07,1877.62,1884.77,1858.46,1863.68,2165362
2019-08-08,1876.69,1920.56,1868.27,1901.28,2073298
2019-08-09,1902.88,1909.53,1887.17,1891.3,1744550
2019-08-13,1890.25,1891.3,1847.56,1851.9,1647281
2019-08-14,1836.45,1867.39,1824.91,1856.06,1945002
2019-08-16,1887.22,1887.22,1804.58,1822.97,3755507
2019-08-19,1835.52,1840.57,1816.74,1821.21,974884
2019-08-20,1828.78,1856.57,1824.15,1841.2,1843611
2019-08-21,1839.69,1854.04,1837.41,1840.74,1214408
2019-08-22,1841.41,1882.38,1827.1,1865.83,2131601
2019-08-23,1864.95,1902.79,1864.06,1892.52,2826425
2019-08-26,1891.93,1921.4,1873.41,1916.6,2345475
2019-08-27,1911.3,1915.38,1876.78,1883.09,3432106
2019-08-28,1886.04,1896.27,1865.83,1885.41,1294621
2019-08-29,1871.05,1892.94,1871.05,1880.52,1670652
2019-08-30,1886.88,1907.93,1867.51,1902.54,2583625
2019-09-03,1911.3,1933.36,1883.47,1895.8,2545060
2019-09-04,1907.09,1911.3,1880.14,1890.58,2228092
2019-09-05,1887.89,1897.53,1858.51,1865.24,2055943
2019-09-06,1865.83,1880.56,1846.13,1850.25,1890550
2019-09-09,1852.36,1854.76,1835.35,1837.92,1703945
2019-09-11,1840.57,1848.15,1807.35,1813.63,2627440
2019-09-12,1814.47,1822.89,1785.29,1796.45,2118859
2019-09-13,1797.63,1816.95,1781.25,1803.48,2291174
2019-09-16,1818.64,1829.96,1790.39,1810.26,2597948
2019-09-17,1814.43,1815.77,1772.88,1787.23,2796530
2019-09-18,1790.39,1804.32,1779.23,1800.62,1454663
2019-09-19,1797.63,1798.3,1760.58,1769.8,1652691
2019-09-20,1772.29,1792.91,1731.96,1739.07,6941979
2019-09-23,1767.32,1767.32,1662.91,1697.27,6323401
2019-09-24,1696.59,1735.32,1694.91,1721.6,4620978
2019-09-25,1738.69,1761.42,1734.52,1758.44,4002232
2019-09-26,1766.39,1774.05,1737.01,1757.72,4234281
2019-09-27,1755.53,1755.7,1727.24,1731.24,2046795
2019-09-30,1736.04,1771.53,1734.48,1767.57,2620039
2019-10-01,1764.75,1764.75,1717.39,1734.44,3342877
2019-10-03,1742.9,1752.29,1722.82,1734.69,2317618
2019-10-04,1734.99,1758.01,1730.23,1750.77,2163251
2019-10-07,1751.32,1763.53,1718.48,1724.12,2177916
2019-10-09,1734.48,1734.48,1697.01,1700.89,2066920
2019-10-10,1707.54,1716.84,1681.52,1687.71,2881452
2019-10-11,1625.87,1679.75,1620.81,1672.89,12593069
2019-10-14,1679.75,1711.54,1657.02,1701.64,3510704
2019-10-15,1710.91,1723.54,1703.08,1715.37,2261310
2019-10-16,1715.96,1731.11,1697.43,1723.03,3034082
2019-10-17,1733.88,1754.54,1721.22,1748.47,3818774
2019-10-18,1754.11,1776.84,1743.35,1771.2,3087901
2019-10-22,1790.7,1817.82,1756.3,1766.08,5552505
2019-10-23,1773.48,1794.01,1767.02,1782.17,2348134
2019-10-24,1794.14,1807.06,1774.6,1792.42,2798671
2019-10-25,1802.75,1833.74,1786.44,1829.4,3954245
2019-10-27,1832.88,1832.88,1815.49,1821.43,224405
2019-10-29,1826.43,1895.47,1826.43,1889.57,5064173
2019-10-30,1915.53,1945.66,1874.08,1939.46,5195136
2019-10-31,1937.05,1967.14,1925.86,1953.97,4879261
2019-11-01,1949.11,1958.58,1889.7,1894.78,4172620
2019-11-04,1900.03,1919.15,1877.56,1888.8,2646411
2019-11-05,1891.42,1903.48,1867.32,1895.6,2693475
2019-11-06,1894.01,1903.31,1875.93,1884.11,2540719
2019-11-07,1897.88,1897.88,1872.66,1881.39,1915598
2019-11-08,1885.05,1885.05,1828.58,1833.7,2788759
2019-11-11,1838.05,1841.49,1800.17,1808.73,2983768
2019-11-13,1823.41,1880.06,1823.41,1875.58,3823365
2019-11-14,1883.25,1894.01,1848.12,1891.25,2995915
2019-11-15,1890.56,1903.91,1867.1,1872.01,2724180
2019-11-18,1875.41,1883.46,1849.89,1853.2,1611089
2019-11-19,1853.54,1854.97,1812.22,1815.49,2975313
2019-11-20,1826.81,1838.05,1803.18,1815.28,2894129
2019-11-21,1818.25,1830.82,1814.29,1823.5,2052574
2019-11-22,1805.33,1813.94,1773.91,1783.55,3742049
2019-11-25,1786.01,1794.96,1766.76,1791.99,2737010
2019-11-26,1799.18,1806.11,1752.0,1761.99,6561580
2019-11-27,1766.59,1783.55,1761.9,1768.57,2907521
2019-11-28,1779.55,1803.1,1773.48,1788.42,2924429
2019-11-29,1795.0,1795.0,1761.25,1767.67,2064271
2019-12-02,1773.48,1780.11,1735.6,1739.95,3809860
2019-12-03,1745.67,1775.2,1730.43,1765.73,4664774
2019-12-04,1767.45,1792.42,1761.0,1789.41,3334301
2019-12-05,1793.28,1830.99,1780.67,1826.25,3902721
